0,240.55,-790.81
1,257.46,-763.03
2,400.15,-755.68
3,658.35,-787.65
4,216.12,-751.27
5,252.91,-745.76
6,322.66,-763.97
7,2283.96,-573.81
8,655.13,-788.56
9,474.82,-763.12
10,278.37,-713.82
11,229.5,-742.65
12,402.04,-646.42
13,236.68,-724.86
14,546.32,-661.71
15,314.01,-659.54
16,206.31,-755.98
17,514.39,-676.92
18,241.09,-780.43
19,245.74,-703.94
20,236.63,-790.75
21,406.2,-710.81
22,448.61,-693.49
23,222.09,-733.53
24,218.01,-746.4
25,223.32,-751.96
26,930.77,-734.22
27,185.49,-755.49
28,219.59,-760.12
29,223.5,-767.66
30,1297.8,-687.08
31,219.0,-742.47
32,341.08,-748.64
33,253.78,-715.88
34,419.59,-637.24
35,295.96,-768.05
36,214.86,-764.15
37,834.66,-808.63
38,336.48,-678.02
39,237.13,-752.85
40,453.22,-703.83
41,222.24,-765.8
42,224.99,-769.55
43,293.74,-744.13
44,351.75,-661.95
45,195.87,-769.59
46,236.35,-741.76
47,227.46,-741.45
48,279.24,-771.01
49,205.75,-771.17
50,315.25,-721.24
51,229.42,-754.81
52,493.41,-736.43
53,257.06,-722.7
54,353.89,-629.99
55,231.46,-766.56
56,685.38,-628.48
57,232.18,-753.53
58,221.94,-751.94
59,263.22,-708.48
60,233.71,-705.24
61,274.24,-780.78
62,2403.4,-676.92
63,309.69,-726.71
64,260.23,-753.93
65,244.33,-738.66
66,554.6,-758.07
67,475.56,-648.51
68,196.34,-738.52
69,283.86,-743.32
70,197.87,-755.37
71,249.32,-739.4
72,237.32,-741.84
73,219.81,-760.73
74,794.42,-749.61
75,270.06,-652.39
76,252.45,-705.54
77,281.95,-758.11
78,206.35,-770.09
79,246.65,-767.8
80,281.27,-740.04
81,1047.34,-786.16
82,257.84,-707.75
83,299.81,-690.63
84,227.87,-707.83
85,699.0,-829.19
86,230.28,-745.54
87,292.2,-702.35
88,926.07,-554.81
89,199.01,-768.26
90,277.07,-741.14
91,363.3,-760.77
92,289.98,-657.62
93,319.62,-700.81
94,959.26,-764.69
95,187.09,-752.95
96,432.93,-621.55
97,208.22,-743.07
98,242.34,-765.65
99,212.2,-731.14
100,1333.55,-449.97
101,857.49,-700.62
102,642.06,-786.85
103,272.67,-785.94
104,951.49,-754.6
105,358.46,-626.06
106,807.1,-780.08
107,614.6,-749.67
108,273.05,-751.02
109,797.78,-828.8
110,253.01,-700.97
111,271.19,-753.38
112,316.99,-619.33
113,281.77,-751.17
114,280.61,-602.93
115,210.64,-750.82
116,226.55,-733.35
117,218.37,-743.3
118,220.78,-719.35
119,335.99,-721.57
120,342.32,-700.19
121,752.11,-674.73
122,376.91,-619.93
123,200.17,-747.74
124,244.62,-701.42
125,214.4,-775.22
126,206.44,-715.03
127,281.46,-732.84
128,201.34,-771.42
129,234.79,-744.48
130,229.71,-742.38
131,314.27,-758.55
132,259.0,-688.86
133,340.57,-687.85
134,288.44,-718.9
135,290.7,-691.96
136,337.54,-674.87
137,270.24,-720.23
138,926.13,-848.94
139,204.99,-753.22
140,229.76,-786.84
141,328.82,-640.12
142,245.97,-739.37
143,232.23,-715.4
144,217.9,-710.54
145,214.66,-739.74
146,221.31,-772.44
147,236.64,-689.55
148,183.59,-753.34
149,362.01,-696.24
150,175.59,-776.66
151,233.08,-721.13
152,291.71,-697.5
153,169.24,-763.5
154,264.27,-706.3
155,202.81,-727.2
156,257.93,-722.44
157,185.03,-761.42
158,282.56,-686.2
159,1410.1,-819.86
160,192.72,-753.41
161,200.78,-732.83
162,348.25,-651.71
163,1144.81,-787.12
164,378.52,-672.9
165,218.11,-765.05
166,233.62,-752.86
167,224.66,-760.83
168,839.86,-596.13
169,231.69,-733.61
170,272.97,-649.57
171,174.42,-805.78
172,229.72,-765.31
173,339.51,-604.45
174,181.72,-765.5
175,225.18,-742.88
176,301.97,-737.02
177,274.66,-745.68
178,369.13,-627.33
179,332.86,-705.95
180,301.49,-742.09
181,482.59,-774.27
182,169.46,-759.58
183,213.5,-738.93
184,308.54,-761.03
185,387.33,-689.61
186,297.54,-783.2
187,429.81,-703.96
188,262.09,-697.0
189,445.99,-726.62
190,190.99,-736.24
191,357.42,-740.2
192,191.38,-729.34
193,369.6,-662.44
194,306.12,-760.45
195,1396.33,-737.6
196,238.23,-756.67
197,282.31,-746.6
198,308.35,-694.25
199,809.09,-749.99
200,337.76,-673.87
201,334.39,-654.52
202,273.82,-765.32
203,263.44,-706.51
204,213.09,-734.89
205,251.88,-720.27
206,208.09,-753.36
207,652.43,-687.1
208,227.87,-734.2
209,243.58,-722.68
210,493.56,-555.36
211,227.52,-753.53
212,961.23,-623.98
213,193.61,-778.25
214,456.16,-823.09
215,186.96,-763.43
216,239.43,-769.08
217,884.44,-548.25
218,205.24,-762.98
219,198.36,-765.03
220,227.06,-719.09
221,247.0,-761.82
222,187.28,-747.58
223,323.0,-757.4
224,275.25,-730.93
225,206.28,-724.21
226,204.52,-802.06
227,271.14,-707.42
228,290.72,-678.77
229,465.44,-768.92
230,252.5,-687.65
231,375.98,-756.01
232,269.25,-744.88
233,275.61,-751.61
234,541.17,-750.35
235,566.02,-782.12
236,216.97,-743.1
237,740.51,-749.24
238,256.32,-772.82
239,1305.19,-722.15
240,225.79,-767.08
241,236.96,-756.83
242,170.37,-750.72
243,838.52,-738.97
244,557.3,-647.64
245,487.31,-668.38
246,200.51,-758.08
247,318.65,-735.2
248,216.21,-727.11
249,281.78,-752.06
250,625.5,-760.04
251,251.92,-726.22
252,1994.83,-530.61
253,332.6,-722.9
254,193.55,-775.12
255,259.19,-653.45
256,229.55,-731.23
257,198.52,-765.26
258,257.52,-742.23
259,424.61,-613.63
260,1436.95,-498.07
261,470.62,-750.57
262,567.52,-672.57
263,409.36,-699.69
264,312.67,-720.51
265,187.01,-757.86
266,896.99,-667.02
267,190.06,-758.21
268,296.25,-675.38
269,323.75,-730.25
270,252.33,-678.39
271,41117.37,232.2
272,290.09,-783.07
273,295.18,-714.6
274,246.93,-706.0
275,248.35,-725.65
276,250.02,-754.56
277,205.79,-768.67
278,761.18,-798.91
279,182.36,-759.57
280,256.29,-692.3
281,172.53,-774.36
282,198.91,-700.4
283,860.45,-662.58
284,283.05,-656.63
285,373.29,-720.61
286,194.73,-789.09
287,716.88,-748.42
288,188.03,-758.95
289,213.59,-763.47
290,853.31,-789.49
291,266.99,-741.23
292,186.5,-763.2
293,247.62,-754.08
294,183.6,-728.99
295,191.62,-735.49
296,176.59,-759.04
297,185.61,-797.69
298,213.52,-694.25
299,198.9,-763.04
300,264.83,-716.87
301,244.76,-739.27
302,271.58,-713.42
303,227.9,-760.61
304,399.91,-749.76
305,204.81,-778.72
306,193.22,-743.75
307,238.61,-736.88
308,195.09,-770.57
309,214.01,-757.82
310,298.11,-673.19
311,226.8,-730.36
312,233.81,-744.84
313,238.53,-759.98
314,198.89,-774.52
315,288.31,-661.33
316,264.8,-739.46
317,522.13,-792.83
318,324.47,-671.87
319,303.4,-756.65
320,1593.11,-683.47
321,224.62,-689.84
322,243.37,-700.05
323,194.87,-782.07
324,299.91,-704.82
325,531.08,-753.17
326,4939.62,-589.01
327,251.14,-704.34
328,193.39,-734.29
329,282.0,-753.08
330,631.16,-812.69
331,163.84,-779.33
332,248.14,-704.92
333,214.68,-739.21
334,204.33,-768.11
335,940.91,-732.29
336,592.64,-687.03
337,270.46,-774.58
338,287.01,-759.01
339,323.77,-730.56
340,2006.88,-654.7
341,199.72,-771.77
342,318.26,-634.87
343,703.64,-835.11
344,178.35,-762.17
345,249.93,-765.82
346,352.0,-775.75
347,185.34,-727.36
348,297.27,-667.18
